portal,portal_property_id,url,canonical_url,title,price,currency,expenses,expenses_currency,address,neighborhood,publisher_name,covered_area,semi_covered_area,total_area,rooms,bedrooms,bathrooms,age,parking_count,condition,orientation,floor,amenities,publication_date,description,detail_fetched,raw_data
demo-b,demo-00358,https://demo-b.example/aviso/demo-00358,https://demo-b.example/aviso/demo-00358,Departamento 4 ambientes en Palermo,442000,USD,225000,ARS,Guatemala 4046,"Palermo, Capital Federal",Grupo Arcos,127.3,,127.3,4,3,2,,0,Excelente,,12,parrilla,2026-09-10,"Departamento en venta en Palermo, sobre la calle Guatemala al 4000. Se trata de un piso de 4 ambientes con 3 dormitorios y 2 baños, todo en excelente estado. Con 127 metros cuadrados cubiertos, la distribución es muy funcional: un amplio living comedor, cocina independiente, y los dormitorios son espaciosos. El edificio cuenta con ascensor, lo que suma comodidad. Además, el departamento tiene parrilla, ideal para disfrutar con amigos o en familia. Sin cochera, pero en una zona con buena oferta de estacionamiento y todos los servicios a mano. Una oportunidad para quienes buscan un departamento bien ubicado",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00359,https://demo-a.example/aviso/demo-00359,https://demo-a.example/aviso/demo-00359,Departamento 3 ambientes en Palermo,284000,USD,,,"Ravignani 3483, Piso 2","Palermo, Capital Federal",Inmobiliaria del Parque,63.6,12,75.6,3,2,1,60,0,Bueno,,2,"solarium, seguridad 24 h, pileta",2026-08-18,"Departamento de 3 ambientes en pleno Palermo, sobre Ravignani al 3400, con una distribución clásica y bien aprovechada. Son 64 m² cubiertos más 12 m² de balcón/terraza, ideal para disfrutar al aire libre sin salir de casa. Está en piso 2, sin ascensor, así que es de esos edificios con poca densidad de vecinos y un aire bien de barrio. Tiene 2 dormitorios, un baño completo y un living comedor amplio que da al frente.

El edificio tiene 60 años de antigüedad, pero cuenta con amenities que se agradecen: solarium para tomar sol, pileta para los días de calor y seguridad 24 hs. No incluye cochera, pero en la zona se consigue fácil para alquilar. La ubicación es inmejorable, a metros de parques, bares y medios de transporte. Una oportunidad para quienes buscan un dos ambientes con patio o un tres ambientes canchero en una de las mejores zonas de la ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00360,https://demo-b.example/aviso/demo-00360,https://demo-b.example/aviso/demo-00360,Departamento 3 ambientes en Palermo,282000,USD,,,"Ravignani 3400, Piso 2","Palermo, Capital Federal",Belgrano Brokers,63.7,12,75.7,3,2,1,60,0,Bueno,,2,"solarium, seguridad 24 h, pileta",2026-08-27,"Departamento de 3 ambientes en pleno Palermo, sobre la calle Ravignani al 3400. Son 64 m2 cubiertos más 12 m2 de balcón terraza, con buen estado general y una distribución clásica que permite aprovechar cada rincón. Al ser sin ascensor, es de esos edificios bajos con mucho encanto barrial, de los que se consiguen pocos en la zona. Tiene dos dormitorios, un baño completo y un living comedor bien amplio que da al exterior. Sin cochera, pero con la suerte de contar con pileta, solarium y seguridad 24 hs para sumar tranquilidad en el día a día.

La propiedad, de 60 años de antigüedad, está para entrar a vivir o para ponerle el toque justo y dejarla a nuevo. El edificio es chico, de los de antes, con mucha onda y vecinos de toda la vida. Está a pasos de los bares, plazas y el movimiento de Palermo, pero en una cuadra tranquila que invita a descansar. Ideal para pareja o para quien busca rentabilidad en alquiler temporario por la ubicación. Un dos ambientes con espada, pero acá tenés tres. Consultá sin compromiso, la visita vale la pena.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00359""}"
demo-b,demo-00361,https://demo-b.example/aviso/demo-00361,https://demo-b.example/aviso/demo-00361,Departamento 1 ambientes en Belgrano,143000,USD,214000,ARS,Juramento 438,"Belgrano, Capital Federal",Belgrano Brokers,36.9,2.5,39.4,,,,,,,,,"laundry, sum",2026-04-13,"Departamento de un ambiente al frente en pleno Belgrano, sobre Juramento al 400, a metros de la vida comercial y los medios de transporte. Se destaca por su excelente estado y su luminosidad constante, gracias a que da a la calle. La unidad cuenta con 37 m² cubiertos más un balcón/terraza de 2 m², ideal para desayunar o tomar aire sin salir de casa.

El baño es completo y el layout está muy bien aprovechado para que cada metro rinda. El edificio ofrece laundry y sum, perfecto para quienes buscan servicios sin pagar expensas extra por amenities que no usan. Sin cochera, pero con la ventaja de estar en una zona donde no hace falta el auto para nada. Una oportunidad concreta para inversores o para quien quiera mudarse a un barrio con identidad, cerca de parques, bares y subte. Consultas sin compromiso.",false,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00362,https://demo-a.example/aviso/demo-00362,https://demo-a.example/aviso/demo-00362,Departamento 2 ambientes en Palermo,238000,USD,399000,ARS,"Uriarte 951, Piso 1","Palermo, Capital Federal",Casa Nueva Negocios Inmobiliarios,46.5,12,58.5,2,1,1,5,0,Muy Bueno,Contrafrente,1,,2026-09-03,"Departamento de 2 ambientes en Palermo, sobre Uriarte al 900, en excelente zona. Está en piso 1 con ascensor, al contrafrente, lo que garantiza mucha tranquilidad. Tiene 46 m² cubiertos más un balcón terraza de 12 m², ideal para disfrutar al aire libre. El inmueble tiene 5 años de antigüedad y se encuentra en muy buen estado, listo para habitar. Cuenta con un dormitorio, un baño completo y un living comedor amplio que se integra con la cocina. Sin cochera ni amenities, pero con todos los servicios cerca. Una oportunidad única para vivir en el corazón de Palermo.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00363,https://demo-a.example/aviso/demo-00363,https://demo-a.example/aviso/demo-00363,Departamento 2 ambientes en Belgrano,172000,USD,142000,ARS,O'Higgins 5273,"Belgrano, Capital Federal",Inmobiliaria del Parque,41.8,,41.8,,,,,,,,,pileta,2026-07-13,"Departamento a estrenar en el corazón de Belgrano, sobre la calle O'Higgins al 5200. Se trata de un luminoso y funcional dos ambientes (con 1 dormitorio y 1 baño completo) de 42 m² cubiertos, pensado para quien busca sumarse a una zona con todo el barrio a la vuelta de la esquina. Al estar en un piso 6 y al contrafrente, vas a tener mucha tranquilidad y una muy buena vista, lejos del ruido de la avenida.

El edificio cuenta con pileta para disfrutar en los días de calor y, por supuesto, con ascensor para que llegues cómodo a tu departamento. Es un emprendimiento en construcción, así que las fotos que ves son del modelo, con una entrega estimada para muy pronto. Una oportunidad ideal para invertir o estrenar tu primera propiedad en una de las zonas más lindas de CABA, con todos los servicios y medios de transporte a pocos metros.",false,"{""sintetico"": true, ""caso"": ""pozo"", ""duplicado_de"": null}"
demo-a,demo-00364,https://demo-a.example/aviso/demo-00364,https://demo-a.example/aviso/demo-00364,Departamento 4 ambientes en Palermo,418000,USD,245000,ARS,"Serrano 668, Piso 3","Palermo, Capital Federal",Grupo Arcos,116.3,12,128.3,4,3,2,,0,Muy Bueno,Contrafrente,3,,2026-05-29,"Departamento de 4 ambientes en pleno Palermo, sobre Serrano al 600, una de las zonas más lindas para vivir en Buenos Aires. Está en piso 3 con ascensor, al contrafrente, así que el descanso y el silencio están asegurados. Son 116 m² cubiertos más 12 m² de balcón/terraza que se disfrutan un montón, con muy buen estado en general, listo para que le pongas tu impronta.

Tiene 3 dormitorios y 2 baños, una distribución clásica y bien aprovechada, con espacios amplios y luminosos que no se sienten para nada apretados. Al estar orientado al contrafrente, la única cama de los ruidos de la calle no va a ser un problema, y la tranquilidad del edificio se nota. No incluye cochera, pero en Palermo no la vas a precisar: tenés de todo a la vuelta, bares, plazas y subte cerca. Ideal para parejas o familias que buscan un departamento canchero, sin amenities ni gastos extra al pedo.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00365,https://demo-a.example/aviso/demo-00365,https://demo-a.example/aviso/demo-00365,Departamento 2 ambientes en Palermo,188000,USD,418000,ARS,"Juncal 5603, Piso 3","Palermo, Capital Federal",Belgrano Brokers,42.1,3,45.1,2,1,1,,0,Excelente,Frente,3,"solarium, pileta, parrilla",2026-05-29,"Departamento de 2 ambientes en Palermo, sobre Juncal al 5600, en excelente estado. Es al frente y está en piso 3, con una muy buena distribución que aprovecha los 42 m² cubiertos más un balcón terraza de 3 m² ideal para sumar un espacio al aire libre. El living comedor es amplio y luminoso, la cocina está integrada, el dormitorio tiene buena dimensión y el baño completo está bien resuelto. El edificio cuenta con solarium, pileta y parrilla, perfecto para disfrutar los días de calor o juntarse con amigos. Sin cochera, pero la zona tiene todos los servicios a mano, bares, restaurantes y transporte. Una oportunidad para quienes buscan un dos ambientes bien ubicado, con amenities y en condiciones impecables para entrar a vivir.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-b,demo-00366,https://demo-b.example/aviso/demo-00366,https://demo-b.example/aviso/demo-00366,Departamento 2 ambientes en Palermo,192000,USD,418000,ARS,"Juncal 5600, Piso 3","Palermo, Capital Federal",Estudio Lacroze,43.1,3,46.1,2,1,1,,0,Excelente,Frente,3,"solarium, pileta, parrilla",2026-05-20,"Departamento de dos ambientes en el corazón de Palermo, sobre Juncal al 5600, al frente y en excelente estado. Con 43 metros cuadrados cubiertos más un balcón terraza de 3 metros, ideal para quienes buscan luminosidad y buena distribución. Cuenta con un dormitorio, un baño completo y una cocina integrada al living comedor que maximiza el espacio. El edificio ofrece solarium, pileta y parrilla para disfrutar los días de calor o las reuniones con amigos, todo sin necesidad de salir de casa. Sin cochera, pero con todos los servicios y la vida de barrio a la vuelta de la esquina. Una oportunidad concreta para vivir en una de las zonas más buscadas de la Ciudad.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": ""demo-00365""}"
demo-a,demo-00367,https://demo-a.example/aviso/demo-00367,https://demo-a.example/aviso/demo-00367,Departamento 4 ambientes en Palermo,477000,USD,483000,ARS,"Fitz Roy 649, Piso 8","Palermo, Capital Federal",Casa Nueva Negocios Inmobiliarios,100.0,8,108.0,4,3,2,,0,A Estrenar,,8,"solarium, seguridad 24 h, sum, gimnasio, laundry",2026-08-25,"Departamento a estrenar en el corazón de Palermo, sobre Fitz Roy al 600. Son 4 ambientes distribuidos en 3 dormitorios y 2 baños, con 100 m² cubiertos más un balcón terraza de 8 m² ideal para sumar un espacio exterior. El edificio cuenta con ascensor y ofrece amenities completos: solarium, gimnasio, SUM y laundry, además de seguridad las 24 horas. Una excelente oportunidad para quienes buscan calidad de vida en una de las zonas más buscadas de la ciudad, con todos los servicios y la movida de Palermo a la vuelta de la esquina. Sin cochera.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00368,https://demo-a.example/aviso/demo-00368,https://demo-a.example/aviso/demo-00368,Departamento 4 ambientes en Palermo,436000,USD,491000,ARS,"Bonpland 1496, Piso 4","Palermo, Capital Federal",Mirador Propiedades,122.0,5,127.0,4,3,3,70,0,Excelente,Lateral,4,"seguridad 24 h, sum, solarium",2026-06-24,"Departamento de 4 ambientes en pleno Palermo, sobre Bonpland al 1400, una de las zonas más lindas para vivir en la ciudad. Son 122 m² cubiertos más un balcón terraza de 5 m² que suma luz y aire, con una agradable orientación lateral que la hace muy tranquila. Está en un piso 4, ideal para despegarse del ruido de la calle sin perder la onda del barrio, con seguridad 24 horas para que estés con total confianza.

El edificio tiene 70 años de antigüedad, así que hablamos de un inmueble con personalidad y buena construcción, con los amenities que se agradecen hoy en día: SUM para juntadas y un solarium para tomar sol sin moverte de casa. Son 3 dormitorios y 3 baños, así que rinde un montón como vivienda familiar o incluso para alquilar por ambiente. No tiene cochera, pero en Palermo te manejás caminando o en bondi a todos lados. Una oportunidad interesante para los que buscan un lugar con historia y buena ubicación.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00369,https://demo-a.example/aviso/demo-00369,https://demo-a.example/aviso/demo-00369,Departamento 5 ambientes en Palermo,1071000,USD,338000,ARS,"Arenales 3912, Piso 12","Palermo, Capital Federal",Sur & Asociados,198.5,,198.5,5,4,1,,0,A Estrenar,Frente,12,,2026-05-16,"Departamento a estrenar en Palermo, sobre Arenales al 3900, en un piso 12 al frente que te regala una vista increíble y una luminosidad que no se consigue en cualquier lado. Son 198 metros cuadrados cubiertos con una distribución muy bien pensada: cinco ambientes, cuatro dormitorios y un baño completo, ideal para quien busca espacios amplios y funcionales sin perder calidez. Al ser a estrenar, todos los terminaciones y detalles están impecables, pensados para que te mudes y disfrutes desde el día uno. Sin cochera ni amenities, pero con la ventaja de estar en una zona que lo tiene todo a la vuelta: bares, tiendas, subte y la tranquilidad de un barrio que nunca para de crecer. Un piso único para armar tu hogar con ese estilo porteño que tanto te gusta.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
demo-a,demo-00370,https://demo-a.example/aviso/demo-00370,https://demo-a.example/aviso/demo-00370,Departamento 1 ambientes en Belgrano,105000,USD,214000,ARS,"Juramento 4993, Piso 15","Belgrano, Capital Federal",Inmobiliaria del Parque,34.8,,34.8,1,0,1,,0,Muy Bueno,,15,gimnasio,2026-05-29,"Departamento de 1 ambiente en el corazón de Belgrano, sobre la calle Juramento al 4900. Con 35 metros cuadrados cubiertos, este inmueble se encuentra en **muy buen estado** y ofrece todo lo necesario para quienes buscan un espacio funcional y bien ubicado. El ambiente es amplio y cuenta con un baño completo; la cocina está integrada de forma práctica. El edificio dispone de gimnasio, ideal para mantener la rutina sin salir de casa.

La zona es inmejorable, con todos los servicios a la vuelta de la esquina, locales comerciales y excelente conectividad. Sin cochera, pero con fácil acceso a transporte público. Una oportunidad para invertir o para vivir en uno de los barrios más buscados de la Ciudad. Consultá por visitas.",true,"{""sintetico"": true, ""caso"": null, ""duplicado_de"": null}"
